14/10/13,CAPITAMALLSASIAMBECW131101    ,        ,SGD ,0,0,0.014,0,0,0,0,SGX MAINBOARD,0,0,RW1W
14/10/13,CAPITAMALLSASIAMBECW140303    ,        ,SGD ,0,0,0.095,0,0,0,0,SGX MAINBOARD,0,0,SH5W
14/10/13,CAPITAMALLSASIAMBECW150102    ,        ,SGD ,0,0,0.044,0,0,0,0,SGX MAINBOARD,0,0,SR1W
14/10/13,CAPITAMALLSASIAMBEPW131101    ,        ,SGD ,0,0,0.054,0,0,0,0,SGX MAINBOARD,0,0,S5ZW
14/10/13,CAPITAMALLSASIAMBEPW131202    ,        ,SGD ,0,0,0.043,0,0,0,0,SGX MAINBOARD,0,0,S6AW
14/10/13,CAPITAMALLSASIAMBEPW140401    ,        ,SGD ,0,0,0,0,0,0,0,SGX MAINBOARD,0,0,T1BW
14/10/13,CAPITARETAIL CHINA TRUST      ,        ,SGD ,1.4,1.385,1.385,-0.01,137000,1.385,1.39,SGX MAINBOARD,1.395,190205,AU8U
14/10/13,CAPMALLASIATRS$125M2.15%140121,        ,SGD ,0,0,1.015,0,0,1.015,0,SGX MAINBOARD,0,0,M8TZ
14/10/13,CASA HOLDINGS LIMITED         ,        ,SGD ,0,0,0.195,0,0,0.192,0.21,SGX MAINBOARD,0,0,C04 
14/10/13,CCFH LTD.                     ,        ,SGD ,0.034,0.033,0.033,-0.001,4399000,0.033,0.034,CATALIST     ,0.034,146717,5RF 
14/10/13,CCM GROUP LIMITED             ,        ,SGD ,0.136,0.135,0.135,-0.007,278000,0.135,0.136,CATALIST     ,0.136,37630,5QZ 
14/10/13,CDL HOSPITALITY TRUSTS        ,        ,SGD ,1.695,1.665,1.675,0,636000,1.67,1.675,SGX MAINBOARD,1.685,1067425,J85 
14/10/13,CDW HOLDING LIMITED           ,        ,SGD ,0.155,0.15,0.155,0,41000,0.15,0.158,SGX MAINBOARD,0.15,6230,D38 
14/10/13,CEDAR STRATEGIC HOLDINGS LTD  ,        ,SGD ,0.006,0.005,0.005,-0.001,2529000,0.005,0.006,CATALIST     ,0.006,15074,530
14/10/13,CEFC INTERNATIONAL LIMITED    ,        ,SGD ,0.045,0.045,0.045,-0.002,120000,0.045,0.048,SGX MAINBOARD,0.045,5400,Y35 
14/10/13,CEI CONTRACT MANUFACTURING LTD,        ,SGD ,0.105,0.105,0.105,0.013,17000,0.091,0.104,SGX MAINBOARD,0.105,1785,C11 
14/10/13,CELESTIAL NUTRIFOODS LIMITED  ,SUSP    ,SGD ,0,0,0.17,0,0,0,0,SGX MAINBOARD,0,0,C56 
14/10/13,CENTURION CORPORATION LIMITED ,CB      ,SGD ,0.55,0.525,0.545,-0.005,3387000,0.545,0.55,SGX MAINBOARD,0.55,1815715,OU8 
14/10/13,CFM HOLDINGS LIMITED          ,        ,SGD ,0,0,0.08,0,0,0.069,0.082,CATALIST     ,0,0,5EB 
14/10/13,CH OFFSHORE LTD               ,CD      ,SGD ,0.425,0.42,0.42,0,189000,0.42,0.435,SGX MAINBOARD,0.42,79630,C13 
14/10/13,CHALLENGER TECHNOLOGIES LTD   ,        ,SGD ,0,0,0.56,0,0,0.565,0.58,SGX MAINBOARD,0,0,573
14/10/13,CHANGJIANG FERTILIZER HLGS LTD,        ,SGD ,0,0,0.062,0,0,0.061,0.063,SGX MAINBOARD,0,0,JA9 
14/10/13,CHANGTIAN PLASTIC & CHEM LTD  ,        ,SGD ,0.04,0.037,0.04,-0.002,95000,0.038,0.04,SGX MAINBOARD,0.04,3755,D2V 
14/10/13,CHANGYOU.COM ADR 10           ,        ,USD ,0,0,31.56,0,0,0,0,GLOBALQUOTE  ,0,0,K3JD
14/10/13,CHASEN HOLDINGS LIMITED       ,        ,SGD ,0.415,0.345,0.345,-0.085,6255000,0.345,0.355,SGX MAINBOARD,0.415,2486985,5NV 
14/10/13,CHASEN HOLDINGS W150506       ,        ,SGD ,0.1,0.068,0.068,-0.052,843000,0.068,0.069,SGX MAINBOARD,0.1,67456,5QQW
14/10/13,CHASWOOD RESOURCES HLDGS LTD. ,        ,SGD ,0,0,0.18,0,0,0.153,0.18,CATALIST     ,0,0,5TW 
14/10/13,CHEMICAL INDUSTRIES (F.E.) LTD,        ,SGD ,0.4,0.4,0.4,0,6000,0.4,0.5,SGX MAINBOARD,0.4,2400,C05 
14/10/13,CHEMOIL ENERGY LIMITED        ,        ,USD ,0,0,0.305,0,0,0.3,0.32,SGX MAINBOARD,0,0,AV5 
14/10/13,CHEUNG WOH TECHNOLOGIES LTD   ,        ,SGD ,0,0,0.139,0,0,0.14,0.188,SGX MAINBOARD,0,0,C50 
14/10/13,CHEW'S GROUP LIMITED          ,        ,SGD ,0,0,0.235,0,0,0.245,0.3,CATALIST     ,0,0,5SY 
14/10/13,CHINA AUTO ELECTRONICS GRP LTD,        ,SGD ,0.065,0.065,0.065,0,301000,0.065,0.071,SGX MAINBOARD,0.065,19565,T42 
14/10/13,CHINA AVIATION OIL(S) CORP LTD,        ,SGD ,0.9,0.895,0.895,-0.01,27000,0.895,0.91,SGX MAINBOARD,0.895,24220,G92 
14/10/13,CHINA BEARING (SINGAPORE) LTD.,        ,SGD ,0,0,0.056,0,0,0.056,0.069,SGX MAINBOARD,0,0,AD7 
14/10/13,CHINA DAIRY GROUP LTD         ,        ,SGD ,0.12,0.115,0.12,0,96000,0.115,0.123,SGX MAINBOARD,0.12,11420,T16 
